---- Page: "Transient"
---- Graph: "Transient"
---- Left Axis: LINEAR "Voltage (V)"
---- Bottom Axis: LINEAR "Time (s)"
---- Trace: 1 LEFT BOTTOM "V(1) | V(PR1)"
1.000000000000e-03	3.254700517430e-08
1.000001000000e-03	5.073232703379e-08
1.000003000000e-03	1.298797515231e-07
1.000007000000e-03	5.769579466686e-07
1.000010000000e-03	1.188527578785e-06
1.000010800000e-03	1.402789075011e-06
1.000012400000e-03	1.867355810106e-06
1.000015600000e-03	3.009569880766e-06
1.000022000000e-03	6.097233677393e-06
1.000032000000e-03	1.278337576843e-05
1.000042000000e-03	2.129498671202e-05
1.000052000000e-03	3.113571292307e-05
1.000062000000e-03	4.189592471798e-05
1.000072000000e-03	5.324737904998e-05
1.000082000000e-03	6.492914145304e-05
1.000092000000e-03	7.673517023853e-05
1.000102000000e-03	8.850426780069e-05
1.000112000000e-03	1.001118768554e-04
1.000122000000e-03	1.114631962269e-04
1.000132000000e-03	1.224876319161e-04
1.000142000000e-03	1.331341079590e-04
1.000152000000e-03	1.433673071404e-04
1.000162000000e-03	1.531644797091e-04
1.000172000000e-03	1.625129287111e-04
1.000182000000e-03	1.714078600489e-04
1.000192000000e-03	1.798506846981e-04
1.000202000000e-03	1.878475945155e-04
1.000212000000e-03	1.954084264067e-04
1.000222000000e-03	2.025457276047e-04
1.000232000000e-03	2.092740263554e-04
1.000242000000e-03	2.156091765205e-04
1.000252000000e-03	2.215679366686e-04
1.000262000000e-03	2.271675472858e-04
1.000272000000e-03	2.324254126028e-04
1.000282000000e-03	2.373589153518e-04
1.000292000000e-03	2.419851733702e-04
1.000302000000e-03	2.463209522695e-04
1.000312000000e-03	2.503824983956e-04
1.000322000000e-03	2.541855617363e-04
1.000332000000e-03	2.577451936906e-04
1.000342000000e-03	2.610759151475e-04
1.000352000000e-03	2.641914612502e-04
1.000362000000e-03	2.671050166580e-04
1.000372000000e-03	2.698289979843e-04
1.000382000000e-03	2.723752384062e-04
